name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date
HAT-P-70 b,1073,6.78 Jupiters,9.452,2019
HAT-P-7 b,1124,1.84 Jupiters,10.365,2008
HAT-P-8 b,694,1.28 Jupiters,10.3,2008
HAT-P-9 b,1566,0.749 Jupiters,12.297,2008
HATS-10 b,1618,0.526 Jupiters,13.113,2015
HATS-11 b,3155,0.83 Jupiters,14.018,2016
HATS-12 b,1671,2.39 Jupiters,12.756,2016
HATS-13 b,1553,0.543 Jupiters,13.887,2015
HATS-14 b,1673,1.071 Jupiters,13.79,2015
HATS-15 b,2248,2.17 Jupiters,14.774,2016
HATS-16 b,2525,3.27 Jupiters,13.834,2016
HATS-17 b,1106,1.338 Jupiters,12.39,2016
HATS-18 b,2104,1.9795 Jupiters,14.067,2016
HATS-1 b,988,1.855 Jupiters,12.053,2012
HATS-22 b,678,2.74 Jupiters,13.455,2017
HATS-23 b,2437,1.47 Jupiters,13.901,2017
HATS-24 b,1664,2.26 Jupiters,12.83,2017
HATS-25 b,1520,0.613 Jupiters,13.097,2016
HATS-26 b,2959,0.65 Jupiters,12.955,2016
HATS-27 b,2740,0.53 Jupiters,12.766,2016
HATS-28 b,1700,0.672 Jupiters,13.934,2016
HATS-29 b,1145,0.653 Jupiters,12.612,2016
HATS-2 b,1174,1.345 Jupiters,13.562,2013
HATS-30 b,1106,0.706 Jupiters,12.192,2016
HATS-31 b,2844,0.88 Jupiters,13.105,2016
HATS-32 b,2737,0.92 Jupiters,14.384,2016
HATS-33 b,832,1.192 Jupiters,11.911,2016
HATS-34 b,1735,0.941 Jupiters,13.849,2016
HATS-35 b,1817,1.222 Jupiters,12.56,2016
HATS-36 b,2866,3.216 Jupiters,14.386,2018
HATS-37 A b,689,31.46517 Earths,12.266,2020
HATS-38 b,1134,23.51942 Earths,12.411,2020
HATS-39 b,2522,0.63 Jupiters,12.746,2018
HATS-3 b,1478,1.071 Jupiters,12.44,2013
HATS-31 b,2844,0.88 Jupiters,13.105,2016
HATS-32 b,2737,0.92 Jupiters,14.384,2016
HATS-33 b,832,1.192 Jupiters,11.911,2016
HATS-34 b,1735,0.941 Jupiters,13.849,2016
HATS-35 b,1817,1.222 Jupiters,12.56,2016
HATS-36 b,2866,3.216 Jupiters,14.386,2018
HATS-37 A b,689,31.46517 Earths,12.266,2020
HATS-38 b,1134,23.51942 Earths,12.411,2020
HATS-39 b,2522,0.63 Jupiters,12.746,2018
HATS-3 b,1478,1.071 Jupiters,12.44,2013
HATS-40 b,4668,1.59 Jupiters,13.377,2018
HATS-41 b,2610,9.7 Jupiters,12.681,2018
HATS-42 b,3073,1.88 Jupiters,13.617,2018
HATS-43 b,1112,0.261 Jupiters,13.593,2018
HATS-44 b,1510,0.56 Jupiters,14.428,2018
HATS-45 b,2668,0.7 Jupiters,13.307,2018
HATS-46 b,1461,0.173 Jupiters,13.634,2018
HATS-47 b,984,0.369 Jupiters,14.829,2020
HATS-48 A b,866,0.243 Jupiters,14.35,2020
HATS-49 b,1059,0.353 Jupiters,14.998,2020
HATS-4 b,1370,1.323 Jupiters,13.459,2014
HATS-50 b,2339,0.39 Jupiters,14.033,2017
HATS-51 b,1559,0.768 Jupiters,12.471,2017
HATS-52 b,2058,2.24 Jupiters,13.669,2017
HATS-53 b,2000,0.595 Jupiters,13.79,2017
HATS-54 b,2508,0.76 Jupiters,13.913,2019
HATS-55 b,2034,0.921 Jupiters,13.47,2019
HATS-56 b,1883,0.602 Jupiters,11.578,2019
HATS-57 b,913,3.147 Jupiters,12.344,2019
HATS-58 A b,1605,1.03 Jupiters,11.552,2019
HATS-4 b,1370,1.323 Jupiters,13.459,2014
HATS-50 b,2339,0.39 Jupiters,14.033,2017
HATS-51 b,1559,0.768 Jupiters,12.471,2017
HATS-52 b,2058,2.24 Jupiters,13.669,2017
HATS-53 b,2000,0.595 Jupiters,13.79,2017
HATS-54 b,2508,0.76 Jupiters,13.913,2019
HATS-55 b,2034,0.921 Jupiters,13.47,2019
HATS-56 b,1883,0.602 Jupiters,11.578,2019
HATS-57 b,913,3.147 Jupiters,12.344,2019
HATS-58 A b,1605,1.03 Jupiters,11.552,2019
HATS-4 b,1370,1.323 Jupiters,13.459,2014
HATS-50 b,2339,0.39 Jupiters,14.033,2017
HATS-51 b,1559,0.768 Jupiters,12.471,2017
HATS-52 b,2058,2.24 Jupiters,13.669,2017
HATS-53 b,2000,0.595 Jupiters,13.79,2017
HATS-54 b,2508,0.76 Jupiters,13.913,2019
HATS-55 b,2034,0.921 Jupiters,13.47,2019
HATS-56 b,1883,0.602 Jupiters,11.578,2019
HATS-57 b,913,3.147 Jupiters,12.344,2019
HATS-58 A b,1605,1.03 Jupiters,11.552,2019
HD 100546 b,359,752 Jupiters,6.704,2014
HD 100655 b,449,1.61 Jupiters,6.45,2011
HD 100777 b,162,1.03 Jupiters,8.418,2007
HD 10180 c,127,13.22173 Earths,7.321,2010
HD 10180 d,127,12.01397 Earths,7.321,2010
HD 10180 e,127,25.58532 Earths,7.321,2010
HD 10180 f,127,22.94733 Earths,7.321,2010
HD 10180 g,127,23.26516 Earths,7.321,2010
HD 10180 h,127,0.2066 Jupiters,7.321,2010
HD 101930 b,98,0.25 Jupiters,8.21,2005
HD 100546 b,359,752 Jupiters,6.704,2014
HD 100655 b,449,1.61 Jupiters,6.45,2011
HD 100777 b,162,1.03 Jupiters,8.418,2007
HD 10180 c,127,13.22173 Earths,7.321,2010
HD 10180 d,127,12.01397 Earths,7.321,2010
HD 10180 e,127,25.58532 Earths,7.321,2010
HD 10180 f,127,22.94733 Earths,7.321,2010
HD 10180 g,127,23.26516 Earths,7.321,2010
HD 10180 h,127,0.2066 Jupiters,7.321,2010
HD 101930 b,98,0.25 Jupiters,8.21,2005
HD 100546 b,359,752 Jupiters,6.704,2014
HD 100655 b,449,1.61 Jupiters,6.45,2011
HD 100777 b,162,1.03 Jupiters,8.418,2007
HD 10180 c,127,13.22173 Earths,7.321,2010
HD 10180 d,127,12.01397 Earths,7.321,2010
HD 10180 e,127,25.58532 Earths,7.321,2010
HD 10180 f,127,22.94733 Earths,7.321,2010
HD 10180 g,127,23.26516 Earths,7.321,2010
HD 10180 h,127,0.2066 Jupiters,7.321,2010
HD 101930 b,98,0.25 Jupiters,8.21,2005
HD 103774 b,184,0.367 Jupiters,7.121,2013
HD 103949 b,87,11.2 Earths,8.69,2019
HD 104067 b,66,0.16 Jupiters,7.93,2009
HD 10442 b,443,1.487 Jupiters,7.84,2014
HD 104985 b,329,8.3 Jupiters,5.8,2003
HD 106252 b,125,6.93 Jupiters,7.408,2002
HD 106270 b,307,10.13 Jupiters,7.58,2011
HD 106315 b,356,12.6 Earths,8.951,2017
HD 106315 c,356,15.2 Earths,8.951,2017
HD 10647 b,57,0.94 Jupiters,5.52,2006
HD 103774 b,184,0.367 Jupiters,7.121,2013
HD 103949 b,87,11.2 Earths,8.69,2019
HD 104067 b,66,0.16 Jupiters,7.93,2009
HD 10442 b,443,1.487 Jupiters,7.84,2014
HD 104985 b,329,8.3 Jupiters,5.8,2003
HD 106252 b,125,6.93 Jupiters,7.408,2002
HD 106270 b,307,10.13 Jupiters,7.58,2011
HD 106315 b,356,12.6 Earths,8.951,2017
HD 106315 c,356,15.2 Earths,8.951,2017
HD 10647 b,57,0.94 Jupiters,5.52,2006
HD 103774 b,184,0.367 Jupiters,7.121,2013
HD 103949 b,87,11.2 Earths,8.69,2019
HD 104067 b,66,0.16 Jupiters,7.93,2009
HD 10442 b,443,1.487 Jupiters,7.84,2014
HD 104985 b,329,8.3 Jupiters,5.8,2003
HD 106252 b,125,6.93 Jupiters,7.408,2002
HD 106270 b,307,10.13 Jupiters,7.58,2011
HD 106315 b,356,12.6 Earths,8.951,2017
HD 106315 c,356,15.2 Earths,8.951,2017
HD 10647 b,57,0.94 Jupiters,5.52,2006
HD 106515 A b,111,9.61 Jupiters,7.972,2012
HD 106906 b,337,11 Jupiters,7.797,2013
HD 10697 b,108,6.383 Jupiters,6.27,1999
HD 107148 b,161,0.21 Jupiters,8.015,2005
HD 108147 b,127,0.261 Jupiters,6.995,2002
HD 108236 b,211,3.24 Earths,9.238,2020
HD 108236 c,211,4.94 Earths,9.238,2020
HD 108236 d,211,6.98 Earths,9.238,2020
HD 108236 e,211,9.71 Earths,9.238,2020
HD 108236 f,211,4.72 Earths,9.238,2021
HD 110113 c,347,10.5 Earths,10.063,2021
HD 111232 b,95,7.14 Jupiters,7.59,2003
HD 111591 b,374,4.4 Jupiters,6.427,2017
HD 111998 b,108,4.51 Jupiters,6.11,2016
HD 113337 b,118,2.83 Jupiters,6.008,2013
HD 113538 b,52,0.36 Jupiters,9.057,2010
HD 113538 c,52,0.93 Jupiters,9.057,2010
HD 113996 b,380,6.3 Jupiters,4.82,2017
HD 114386 b,91,1.14 Jupiters,8.73,2003
HD 114613 b,66,0.357 Jupiters,4.85,2014
HD 110113 c,347,10.5 Earths,10.063,2021
HD 111232 b,95,7.14 Jupiters,7.59,2003
HD 111591 b,374,4.4 Jupiters,6.427,2017
HD 111998 b,108,4.51 Jupiters,6.11,2016
HD 113337 b,118,2.83 Jupiters,6.008,2013
HD 113538 b,52,0.36 Jupiters,9.057,2010
HD 113538 c,52,0.93 Jupiters,9.057,2010
HD 113996 b,380,6.3 Jupiters,4.82,2017
HD 114386 b,91,1.14 Jupiters,8.73,2003
HD 114613 b,66,0.357 Jupiters,4.85,2014
HD 110113 c,347,10.5 Earths,10.063,2021
HD 111232 b,95,7.14 Jupiters,7.59,2003
HD 111591 b,374,4.4 Jupiters,6.427,2017
HD 111998 b,108,4.51 Jupiters,6.11,2016
HD 113337 b,118,2.83 Jupiters,6.008,2013
HD 113538 b,52,0.36 Jupiters,9.057,2010
HD 113538 c,52,0.93 Jupiters,9.057,2010
HD 113996 b,380,6.3 Jupiters,4.82,2017
HD 114386 b,91,1.14 Jupiters,8.73,2003
HD 114613 b,66,0.357 Jupiters,4.85,2014
HD 114729 b,123,0.825 Jupiters,6.687,2002
HD 114762 b,131,10.69 Jupiters,7.301,1989
HD 114783 b,67,1.1 Jupiters,7.55,2001
HD 114783 c,67,0.611 Jupiters,7.55,2018
HD 11506 b,167,4.83 Jupiters,7.51,2007
HD 11506 c,167,0.408 Jupiters,7.51,2008
HD 116029 b,403,1.4 Jupiters,8.04,2011
HD 116029 c,403,1.27 Jupiters,8.04,2018
HD 117207 b,106,1.926 Jupiters,7.24,2004
HD 11755 b,772,5.63 Jupiters,6.87,2015
HD 114729 b,123,0.825 Jupiters,6.687,2002
HD 114762 b,131,10.69 Jupiters,7.301,1989
HD 114783 b,67,1.1 Jupiters,7.55,2001
HD 114783 c,67,0.611 Jupiters,7.55,2018
HD 11506 b,167,4.83 Jupiters,7.51,2007
HD 11506 c,167,0.408 Jupiters,7.51,2008
HD 116029 b,403,1.4 Jupiters,8.04,2011
HD 116029 c,403,1.27 Jupiters,8.04,2018
HD 117207 b,106,1.926 Jupiters,7.24,2004
HD 11755 b,772,5.63 Jupiters,6.87,2015
HD 117618 b,123,0.174 Jupiters,7.169,2004
HD 118203 b,302,2.79 Jupiters,8.05,2005
HD 11964 b,110,0.622 Jupiters,6.42,2005
HD 11964 c,110,25 Earths,6.42,2008
HD 11977 b,222,6.54 Jupiters,4.69,2005
HD 120084 b,337,4.5 Jupiters,5.899,2013
HD 121504 b,136,1.51 Jupiters,7.517,2003
HD 12484 b,167,2.98 Jupiters,8.17,2016
HD 125390 b,503,22.16 Jupiters,8.206,2019
HD 125595 b,92,6.3566 Earths,9.03,2009
HD 125612 b,188,3.1 Jupiters,8.31,2007
HD 125612 c,188,17.48065 Earths,8.31,2009
HD 125612 d,188,7.28 Jupiters,8.31,2009
HD 12648 b,597,1.96 Jupiters,6.98,2015
HD 126525 b,123,0.237 Jupiters,7.847,2018
HD 126614 b,239,0.41 Jupiters,8.788,2009
HD 12661 b,124,2.43 Jupiters,7.425,2000
HD 12661 c,124,1.812 Jupiters,7.425,2002
HD 128311 b,54,1.769 Jupiters,7.51,2002
HD 128311 c,54,3.789 Jupiters,7.51,2005
HD 125612 b,188,3.1 Jupiters,8.31,2007
HD 125612 c,188,17.48065 Earths,8.31,2009
HD 125612 d,188,7.28 Jupiters,8.31,2009
HD 12648 b,597,1.96 Jupiters,6.98,2015
HD 126525 b,123,0.237 Jupiters,7.847,2018
HD 126614 b,239,0.41 Jupiters,8.788,2009
HD 12661 b,124,2.43 Jupiters,7.425,2000
HD 12661 c,124,1.812 Jupiters,7.425,2002
HD 128311 b,54,1.769 Jupiters,7.51,2002
HD 128311 c,54,3.789 Jupiters,7.51,2005
HD 125612 b,188,3.1 Jupiters,8.31,2007
HD 125612 c,188,17.48065 Earths,8.31,2009
HD 125612 d,188,7.28 Jupiters,8.31,2009
HD 12648 b,597,1.96 Jupiters,6.98,2015
HD 126525 b,123,0.237 Jupiters,7.847,2018
HD 126614 b,239,0.41 Jupiters,8.788,2009
HD 12661 b,124,2.43 Jupiters,7.425,2000
HD 12661 c,124,1.812 Jupiters,7.425,2002
HD 128311 b,54,1.769 Jupiters,7.51,2002
HD 128311 c,54,3.789 Jupiters,7.51,2005
HD 128356 b,85,0.89 Jupiters,8.29,2016
HD 129445 b,220,1.6 Jupiters,8.8,2009
HD 130322 b,104,1.15 Jupiters,8.031,1999
HD 131496 b,432,1.8 Jupiters,7.8,2011
HD 131664 b,173,19.12 Jupiters,8.128,2008
HD 13167 b,488,3.31 Jupiters,8.34,2018
HD 13189 b,1646,10.95 Jupiters,7.556,2005
HD 132406 b,231,5.38 Jupiters,8.467,2007
HD 132563 b,344,1.49 Jupiters,8.928,2011
HD 133131 A b,153,1.42 Jupiters,8.4,2016
HD 133131 A c,153,0.42 Jupiters,8.4,2016
HD 133131 B b,153,2.5 Jupiters,8.42,2016
HD 134060 b,79,10.1 Earths,6.29,2019
HD 134060 c,79,29.29 Earths,6.29,2019
HD 134987 b,85,1.61 Jupiters,6.45,1999
HD 134987 c,85,0.82 Jupiters,6.45,2009
HD 136352 b,48,4.62 Earths,5.65,2019
HD 136352 c,48,11.29 Earths,5.65,2019
HD 136352 d,48,10.5 Earths,5.65,2019
HD 136418 b,344,2.14 Jupiters,7.879,2009
HD 133131 A c,153,0.42 Jupiters,8.4,2016
HD 133131 B b,153,2.5 Jupiters,8.42,2016
HD 134060 b,79,10.1 Earths,6.29,2019
HD 134060 c,79,29.29 Earths,6.29,2019
HD 134987 b,85,1.61 Jupiters,6.45,1999
HD 134987 c,85,0.82 Jupiters,6.45,2009
HD 136352 b,48,4.62 Earths,5.65,2019
HD 136352 c,48,11.29 Earths,5.65,2019
HD 136352 d,48,10.5 Earths,5.65,2019
HD 136418 b,344,2.14 Jupiters,7.879,2009
HD 133131 A c,153,0.42 Jupiters,8.4,2016
HD 133131 B b,153,2.5 Jupiters,8.42,2016
HD 134060 b,79,10.1 Earths,6.29,2019
HD 134060 c,79,29.29 Earths,6.29,2019
HD 134987 b,85,1.61 Jupiters,6.45,1999
HD 134987 c,85,0.82 Jupiters,6.45,2009
HD 136352 b,48,4.62 Earths,5.65,2019
HD 136352 c,48,11.29 Earths,5.65,2019
HD 136352 d,48,10.5 Earths,5.65,2019
HD 136418 b,344,2.14 Jupiters,7.879,2009
HD 145457 b,443,2.23 Jupiters,6.566,2010
HD 145934 b,748,2.28 Jupiters,8.5,2015
HD 1461 b,77,6.44 Earths,6.47,2010
HD 1461 c,77,5.59 Earths,6.47,2015
HD 147018 b,140,2.12 Jupiters,8.3,2009
HD 147018 c,140,6.56 Jupiters,8.3,2009
HD 147379 b,35,28.55 Earths,8.896,2017
HD 147513 b,42,1.21 Jupiters,5.39,2003
HD 147873 b,357,5.14 Jupiters,7.96,2016
HD 147873 c,357,2.3 Jupiters,7.96,2016
HD 145457 b,443,2.23 Jupiters,6.566,2010
HD 145934 b,748,2.28 Jupiters,8.5,2015
HD 1461 b,77,6.44 Earths,6.47,2010
HD 1461 c,77,5.59 Earths,6.47,2015
HD 147018 b,140,2.12 Jupiters,8.3,2009
HD 147018 c,140,6.56 Jupiters,8.3,2009
HD 147379 b,35,28.55 Earths,8.896,2017
HD 147513 b,42,1.21 Jupiters,5.39,2003
HD 147873 b,357,5.14 Jupiters,7.96,2016
HD 147873 c,357,2.3 Jupiters,7.96,2016
HD 14787 b,390,1.121 Jupiters,7.63,2018
HD 148156 b,187,0.85 Jupiters,7.689,2009
HD 148164 b,252,1.23 Jupiters,8.23,2018
HD 148164 c,252,5.16 Jupiters,8.23,2018
HD 148284 b,397,33.7 Jupiters,9.01,2018
HD 148427 b,233,1.3 Jupiters,6.895,2009
HD 149026 b,248,0.38 Jupiters,8.15,2005
HD 149143 b,240,1.33 Jupiters,7.89,2005
HD 1502 b,626,2.75 Jupiters,8.36,2011
HD 150706 b,92,2.71 Jupiters,7.02,2012
HD 14787 b,390,1.121 Jupiters,7.63,2018
HD 148156 b,187,0.85 Jupiters,7.689,2009
HD 148164 b,252,1.23 Jupiters,8.23,2018
HD 148164 c,252,5.16 Jupiters,8.23,2018
HD 148284 b,397,33.7 Jupiters,9.01,2018
HD 148427 b,233,1.3 Jupiters,6.895,2009
HD 149026 b,248,0.38 Jupiters,8.15,2005
HD 149143 b,240,1.33 Jupiters,7.89,2005
HD 1502 b,626,2.75 Jupiters,8.36,2011
HD 150706 b,92,2.71 Jupiters,7.02,2012
HD 152079 b,287,2.661 Jupiters,9.182,2009
HD 152581 b,543,1.869 Jupiters,8.38,2011
HD 15337 b,146,7.51 Earths,9.088,2019
HD 15337 c,146,8.11 Earths,9.088,2019
HD 153950 b,158,2.95 Jupiters,7.39,2008
HD 154345 b,60,0.82 Jupiters,6.76,2006
HD 154672 b,206,5.37 Jupiters,8.21,2008
HD 154857 b,207,2.45 Jupiters,7.238,2004
HD 154857 c,207,2.58 Jupiters,7.238,2014
HD 155233 b,245,2.6 Jupiters,6.818,2015
HD 155358 b,142,0.99 Jupiters,7.27,2007
HD 155358 c,142,0.82 Jupiters,7.27,2007
HD 156279 b,118,9.88 Jupiters,8.1,2011
HD 156279 c,118,8.6 Jupiters,8.1,2018
HD 156411 b,186,0.74 Jupiters,6.673,2009
HD 156668 b,79,4.15 Earths,8.42,2010
HD 156846 b,156,10.67 Jupiters,6.506,2007
HD 158038 b,310,1.53 Jupiters,7.64,2011
HD 158259 b,88,2.22 Earths,6.46,2020
HD 158259 c,88,5.6 Earths,6.46,2020
HD 155358 b,142,0.99 Jupiters,7.27,2007
HD 155358 c,142,0.82 Jupiters,7.27,2007
HD 156279 b,118,9.88 Jupiters,8.1,2011
HD 156279 c,118,8.6 Jupiters,8.1,2018
HD 156411 b,186,0.74 Jupiters,6.673,2009
HD 156668 b,79,4.15 Earths,8.42,2010
HD 156846 b,156,10.67 Jupiters,6.506,2007
HD 158038 b,310,1.53 Jupiters,7.64,2011
HD 158259 b,88,2.22 Earths,6.46,2020
HD 158259 c,88,5.6 Earths,6.46,2020
HD 155358 b,142,0.99 Jupiters,7.27,2007
HD 155358 c,142,0.82 Jupiters,7.27,2007
HD 156279 b,118,9.88 Jupiters,8.1,2011
HD 156279 c,118,8.6 Jupiters,8.1,2018
HD 156411 b,186,0.74 Jupiters,6.673,2009
HD 156668 b,79,4.15 Earths,8.42,2010
HD 156846 b,156,10.67 Jupiters,6.506,2007
HD 158038 b,310,1.53 Jupiters,7.64,2011
HD 158259 b,88,2.22 Earths,6.46,2020
HD 158259 c,88,5.6 Earths,6.46,2020
HD 158259 d,88,5.41 Earths,6.46,2020
HD 158259 e,88,6.08 Earths,6.46,2020
HD 158259 f,88,6.14 Earths,6.46,2020
HD 158996 b,933,14 Jupiters,5.706,2018
HD 159243 b,240,1.13 Jupiters,8.646,2013
HD 159243 c,240,1.9 Jupiters,8.646,2013
HD 159868 b,182,2.218 Jupiters,7.24,2006
HD 159868 c,182,0.768 Jupiters,7.24,2012
HD 1605 b,290,0.934 Jupiters,7.52,2015
HD 1605 c,290,3.62 Jupiters,7.52,2015
HD 158259 d,88,5.41 Earths,6.46,2020
HD 158259 e,88,6.08 Earths,6.46,2020
HD 158259 f,88,6.14 Earths,6.46,2020
HD 158996 b,933,14 Jupiters,5.706,2018
HD 159243 b,240,1.13 Jupiters,8.646,2013
HD 159243 c,240,1.9 Jupiters,8.646,2013
HD 159868 b,182,2.218 Jupiters,7.24,2006
HD 159868 c,182,0.768 Jupiters,7.24,2012
HD 1605 b,290,0.934 Jupiters,7.52,2015
HD 1605 c,290,3.62 Jupiters,7.52,2015
HD 160691 b,51,1.676 Jupiters,5.15,2000
HD 160691 c,51,1.814 Jupiters,5.15,2004
HD 160691 d,51,10.5547 Earths,5.15,2004
HD 160691 e,51,0.5219 Jupiters,5.15,2006
HD 16141 b,123,0.26 Jupiters,6.83,2000
HD 16175 b,196,5.1 Jupiters,7.282,2009
HD 162020 b,101,9.84 Jupiters,9.1,2002
HD 163607 b,222,0.7836 Jupiters,8,2010
HD 163607 c,222,2.201 Jupiters,8,2010
HD 16417 b,83,22.1 Earths,5.78,2008
HD 164509 b,174,0.443 Jupiters,8.1,2010
HD 164595 b,92,16.14 Earths,7.1,2015
HD 164604 b,129,1.99792 Jupiters,9.7,2009
HD 164922 b,72,0.36497 Jupiters,6.99,2005
HD 164922 c,72,13 Earths,6.99,2016
HD 164922 d,72,4 Earths,6.99,2020
HD 165155 b,207,2.89 Jupiters,9.36,2016
HD 1666 b,386,6.43 Jupiters,8.17,2015
HD 166724 b,147,3.53 Jupiters,9.344,2012
HD 167042 b,162,1.7 Jupiters,5.94,2007
HD 164509 b,174,0.443 Jupiters,8.1,2010
HD 164595 b,92,16.14 Earths,7.1,2015
HD 164604 b,129,1.99792 Jupiters,9.7,2009
HD 164922 b,72,0.36497 Jupiters,6.99,2005
HD 164922 c,72,13 Earths,6.99,2016
HD 164922 d,72,4 Earths,6.99,2020
HD 165155 b,207,2.89 Jupiters,9.36,2016
HD 1666 b,386,6.43 Jupiters,8.17,2015
HD 166724 b,147,3.53 Jupiters,9.344,2012
HD 167042 b,162,1.7 Jupiters,5.94,2007
HD 168443 b,129,7.659 Jupiters,6.917,1998
HD 168443 c,129,17.193 Jupiters,6.917,2000
HD 168746 b,136,0.27 Jupiters,7.946,2002
HD 1690 b,2510,8.79 Jupiters,9.17,2010
HD 169830 b,123,2.88 Jupiters,5.902,2000
HD 169830 c,123,4.04 Jupiters,5.902,2003
HD 170469 b,197,0.66 Jupiters,8.21,2007
HD 17092 b,750,10.13 Jupiters,7.732,2007
HD 171028 b,365,2.62 Jupiters,8.31,2007
HD 171238 b,146,2.72 Jupiters,8.61,2009
HD 177830 c,205,0.15 Jupiters,7.177,2010
HD 178911 B b,134,8.03 Jupiters,7.792,2001
HD 179079 b,228,25.74423 Earths,7.95,2008
HD 179949 b,90,0.916 Jupiters,6.25,2000
HD 180053 b,449,2.194 Jupiters,7.93,2018
HD 18015 b,405,3.18 Jupiters,7.89,2018
HD 180314 b,401,20.13 Jupiters,6.608,2010
HD 180617 b,19,12.214 Earths,9.12,2018
HD 180902 b,342,1.685 Jupiters,7.78,2009
HD 181234 b,156,8.37 Jupiters,8.59,2019
HD 177830 c,205,0.15 Jupiters,7.177,2010
HD 178911 B b,134,8.03 Jupiters,7.792,2001
HD 179079 b,228,25.74423 Earths,7.95,2008
HD 179949 b,90,0.916 Jupiters,6.25,2000
HD 180053 b,449,2.194 Jupiters,7.93,2018
HD 18015 b,405,3.18 Jupiters,7.89,2018
HD 180314 b,401,20.13 Jupiters,6.608,2010
HD 180617 b,19,12.214 Earths,9.12,2018
HD 180902 b,342,1.685 Jupiters,7.78,2009
HD 181234 b,156,8.37 Jupiters,8.59,2019
HD 187123 c,150,1.99 Jupiters,7.832,2008
HD 18742 b,533,3.4 Jupiters,7.81,2011
HD 188015 b,166,1.5 Jupiters,8.234,2004
HD 189733 b,65,1.13 Jupiters,7.67,2005
HD 190007 b,41,16.46 Earths,7.458,2020
HD 190360 b,52,1.54 Jupiters,5.73,2003
HD 190360 c,52,19.069 Earths,5.73,2005
HD 190647 b,178,1.985 Jupiters,7.779,2007
HD 190984 b,485,3.1 Jupiters,8.76,2009
HD 191806 b,215,8.52 Jupiters,8.084,2016
HD 187123 c,150,1.99 Jupiters,7.832,2008
HD 18742 b,533,3.4 Jupiters,7.81,2011
HD 188015 b,166,1.5 Jupiters,8.234,2004
HD 189733 b,65,1.13 Jupiters,7.67,2005
HD 190007 b,41,16.46 Earths,7.458,2020
HD 190360 b,52,1.54 Jupiters,5.73,2003
HD 190360 c,52,19.069 Earths,5.73,2005
HD 190647 b,178,1.985 Jupiters,7.779,2007
HD 190984 b,485,3.1 Jupiters,8.76,2009
HD 191806 b,215,8.52 Jupiters,8.084,2016
HD 187123 c,150,1.99 Jupiters,7.832,2008
HD 18742 b,533,3.4 Jupiters,7.81,2011
HD 188015 b,166,1.5 Jupiters,8.234,2004
HD 189733 b,65,1.13 Jupiters,7.67,2005
HD 190007 b,41,16.46 Earths,7.458,2020
HD 190360 b,52,1.54 Jupiters,5.73,2003
HD 190360 c,52,19.069 Earths,5.73,2005
HD 190647 b,178,1.985 Jupiters,7.779,2007
HD 190984 b,485,3.1 Jupiters,8.76,2009
HD 191806 b,215,8.52 Jupiters,8.084,2016
HD 196885 A b,112,2.58 Jupiters,6.398,2007
HD 197037 b,108,0.79 Jupiters,6.809,2012
HD 19994 b,74,1.37 Jupiters,5.06,2003
HD 20003 b,143,11.66 Earths,8.39,2019
HD 20003 c,143,14.44 Earths,8.39,2019
HD 200964 b,237,1.599 Jupiters,6.48,2010
HD 200964 c,237,1.214 Jupiters,6.48,2010
HD 202206 c,150,17.9 Jupiters,8.08,2004
HD 202696 b,618,1.996 Jupiters,8.23,2019
HD 202696 c,618,1.864 Jupiters,8.23,2019
HD 196885 A b,112,2.58 Jupiters,6.398,2007
HD 197037 b,108,0.79 Jupiters,6.809,2012
HD 19994 b,74,1.37 Jupiters,5.06,2003
HD 20003 b,143,11.66 Earths,8.39,2019
HD 20003 c,143,14.44 Earths,8.39,2019
HD 200964 b,237,1.599 Jupiters,6.48,2010
HD 200964 c,237,1.214 Jupiters,6.48,2010
HD 202206 c,150,17.9 Jupiters,8.08,2004
HD 202696 b,618,1.996 Jupiters,8.23,2019
HD 202696 c,618,1.864 Jupiters,8.23,2019
HD 20781 b,115,1.93 Earths,8.48,2019
HD 20781 c,115,5.33 Earths,8.48,2019
HD 20781 d,115,10.61 Earths,8.48,2019
HD 20781 e,115,14.03 Earths,8.48,2019
HD 20782 b,117,1.4878 Jupiters,7.4,2006
HD 207832 b,193,0.56 Jupiters,8.78,2012
HD 207832 c,193,0.73 Jupiters,8.78,2012
HD 20794 b,20,2.7 Earths,4.27,2011
HD 20794 c,20,2.4 Earths,4.27,2011
HD 20794 d,20,4.8 Earths,4.27,2011
HD 20781 b,115,1.93 Earths,8.48,2019
HD 20781 c,115,5.33 Earths,8.48,2019
HD 20781 d,115,10.61 Earths,8.48,2019
HD 20781 e,115,14.03 Earths,8.48,2019
HD 20782 b,117,1.4878 Jupiters,7.4,2006
HD 207832 b,193,0.56 Jupiters,8.78,2012
HD 207832 c,193,0.73 Jupiters,8.78,2012
HD 20794 b,20,2.7 Earths,4.27,2011
HD 20794 c,20,2.4 Earths,4.27,2011
HD 20794 d,20,4.8 Earths,4.27,2011
HD 20781 b,115,1.93 Earths,8.48,2019
HD 20781 c,115,5.33 Earths,8.48,2019
HD 20781 d,115,10.61 Earths,8.48,2019
HD 20781 e,115,14.03 Earths,8.48,2019
HD 20782 b,117,1.4878 Jupiters,7.4,2006
HD 207832 b,193,0.56 Jupiters,8.78,2012
HD 207832 c,193,0.73 Jupiters,8.78,2012
HD 20794 b,20,2.7 Earths,4.27,2011
